source_distribution,dimension,max_val,encoding_max_val,beta,distortion_metric,rate,distortion,marginal_consistency_gap,marginal_entropy_bits,marginal_perplexity,n_outputs_90_pct_mass,n_outputs_used,rank,output_index,pseudocounts,concentration,mean_probs,marginal_prob,cumulative_prob
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,1,842,"(3, 3, 3)",9,"(0.333, 0.333, 0.333)",0.9999999999999991,0.9999999999999991
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,2,862,"(3, 4, 3)",10,"(0.300, 0.400, 0.300)",3.253456907304141e-16,0.9999999999999994
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,3,843,"(4, 3, 3)",10,"(0.400, 0.300, 0.300)",3.25345690730412e-16,0.9999999999999998
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,4,1242,"(3, 3, 4)",10,"(0.300, 0.300, 0.400)",3.2534569073041153e-16,1.0
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,5,1263,"(4, 4, 4)",12,"(0.333, 0.333, 0.333)",1.90899284772972e-17,1.0
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,6,1262,"(3, 4, 4)",11,"(0.273, 0.364, 0.364)",5.634883019846721e-21,1.0
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,7,863,"(4, 4, 3)",11,"(0.364, 0.364, 0.273)",5.634883019846698e-21,1.0
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,8,1243,"(4, 3, 4)",11,"(0.364, 0.273, 0.364)",5.634883019846672e-21,1.0
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,9,421,"(2, 2, 2)",6,"(0.333, 0.333, 0.333)",1.3447592097712286e-22,1.0
decreasing,3,21,20,0.062,jeff_divergence,-1.0684879027409443e-16,11.079815955630252,1.0880185641326534e-14,1.2813706015259665e-15,1.0000000000000009,1,1,10,822,"(3, 2, 3)",8,"(0.375, 0.250, 0.375)",7.434548542673692e-25,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,1,842,"(3, 3, 3)",9,"(0.333, 0.333, 0.333)",1.0,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,2,843,"(4, 3, 3)",10,"(0.400, 0.300, 0.300)",1.7863120887800624e-17,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,3,1242,"(3, 3, 4)",10,"(0.300, 0.300, 0.400)",1.7863120887800624e-17,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,4,862,"(3, 4, 3)",10,"(0.300, 0.400, 0.300)",1.7863120887800454e-17,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,5,1263,"(4, 4, 4)",12,"(0.333, 0.333, 0.333)",2.5357263239951717e-23,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,6,863,"(4, 4, 3)",11,"(0.364, 0.364, 0.273)",4.353384691709225e-24,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,7,1262,"(3, 4, 4)",11,"(0.273, 0.364, 0.364)",4.3533846917091954e-24,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,8,1243,"(4, 3, 4)",11,"(0.364, 0.273, 0.364)",4.3533846917091866e-24,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,9,841,"(2, 3, 3)",8,"(0.250, 0.375, 0.375)",9.066145076410256e-26,1.0
decreasing,3,21,20,0.08700000000000001,jeff_divergence,1.5251972120854162e-18,11.079815955630252,1.0436096431476471e-14,-0.0,1.0,1,1,10,822,"(3, 2, 3)",8,"(0.375, 0.250, 0.375)",9.066145076410233e-26,1.0
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,1,842,"(3, 3, 3)",9,"(0.333, 0.333, 0.333)",0.9999999999999667,0.9999999999999667
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,2,862,"(3, 4, 3)",10,"(0.300, 0.400, 0.300)",1.1111071605360252e-14,0.9999999999999778
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,3,1242,"(3, 3, 4)",10,"(0.300, 0.300, 0.400)",1.1111071605360246e-14,0.9999999999999889
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,4,843,"(4, 3, 3)",10,"(0.400, 0.300, 0.300)",1.111107160536022e-14,1.0
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,5,442,"(3, 3, 2)",8,"(0.375, 0.375, 0.250)",4.42964034961988e-19,1.0
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,6,841,"(2, 3, 3)",8,"(0.250, 0.375, 0.375)",4.42964034961988e-19,1.0
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,7,822,"(3, 2, 3)",8,"(0.375, 0.250, 0.375)",4.429640349619863e-19,1.0
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,8,863,"(4, 4, 3)",11,"(0.364, 0.364, 0.273)",6.004180749717437e-24,1.0
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,9,1243,"(4, 3, 4)",11,"(0.364, 0.273, 0.364)",6.004180749717393e-24,1.0
decreasing,3,21,20,0.122,jeff_divergence,1.785264772663614e-15,11.079815955630242,1.6431300764452317e-14,4.8051397557222965e-14,1.0000000000000333,1,1,10,1262,"(3, 4, 4)",11,"(0.273, 0.364, 0.364)",6.0041807497173715e-24,1.0
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,1,842,"(3, 3, 3)",9,"(0.333, 0.333, 0.333)",0.5386177476178647,0.5386177476178647
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,2,823,"(4, 2, 3)",9,"(0.444, 0.222, 0.333)",0.07689698150008131,0.615514729117946
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,3,1241,"(2, 3, 4)",9,"(0.222, 0.333, 0.444)",0.0768969815000812,0.6924117106180272
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,4,462,"(3, 4, 2)",9,"(0.333, 0.444, 0.222)",0.07689698150008117,0.7693086921181084
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,5,861,"(2, 4, 3)",9,"(0.222, 0.444, 0.333)",0.07689698150008115,0.8462056736181895
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,6,443,"(4, 3, 2)",9,"(0.444, 0.333, 0.222)",0.0768969815000811,0.9231026551182706
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,7,1222,"(3, 2, 4)",9,"(0.333, 0.222, 0.444)",0.07689698150008105,0.9999996366183517
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,8,463,"(4, 4, 2)",10,"(0.400, 0.400, 0.200)",1.0754386686734153e-07,0.9999997441622185
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,9,1261,"(2, 4, 4)",10,"(0.200, 0.400, 0.400)",1.0754386686732777e-07,0.9999998517060853
decreasing,3,21,20,0.171,jeff_divergence,0.16615768872010417,10.065222439259216,3.469446951953614e-16,2.188356174678815,4.557858620854552,6,13,10,1223,"(4, 2, 4)",10,"(0.400, 0.200, 0.400)",1.0754386686732764e-07,0.9999999592499521
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,1,1661,"(2, 4, 5)",11,"(0.182, 0.364, 0.455)",0.11838892563536207,0.11838892563536207
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,2,1224,"(5, 2, 4)",11,"(0.455, 0.182, 0.364)",0.11838892563536202,0.2367778512707241
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,3,1623,"(4, 2, 5)",11,"(0.364, 0.182, 0.455)",0.11838892563536202,0.3551667769060861
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,4,464,"(5, 4, 2)",11,"(0.455, 0.364, 0.182)",0.11838892563536199,0.4735557025414481
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,5,483,"(4, 5, 2)",11,"(0.364, 0.455, 0.182)",0.11838892563536199,0.59194462817681
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,6,1281,"(2, 5, 4)",11,"(0.182, 0.455, 0.364)",0.11838892563536187,0.7103335538121719
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,7,501,"(2, 6, 2)",10,"(0.200, 0.600, 0.200)",0.06346039693628042,0.7737939507484524
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,8,425,"(6, 2, 2)",10,"(0.600, 0.200, 0.200)",0.06346039693628037,0.8372543476847327
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,9,2021,"(2, 2, 6)",10,"(0.200, 0.200, 0.600)",0.06346039693628036,0.9007147446210131
decreasing,3,21,20,0.23800000000000002,jeff_divergence,0.8065439372405279,6.865770242282728,2.220446049250313e-16,3.4322387024946783,10.794606158908493,9,15,10,1262,"(3, 4, 4)",11,"(0.273, 0.364, 0.364)",0.03309497441390322,0.9338097190349163
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,1,1625,"(6, 2, 5)",13,"(0.462, 0.154, 0.385)",0.09973162035970272,0.09973162035970272
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,2,485,"(6, 5, 2)",13,"(0.462, 0.385, 0.154)",0.0997316203597027,0.1994632407194054
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,3,1701,"(2, 6, 5)",13,"(0.154, 0.462, 0.385)",0.09973162035970269,0.2991948610791081
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,4,2081,"(2, 5, 6)",13,"(0.154, 0.385, 0.462)",0.09973162035970268,0.39892648143881076
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,5,2024,"(5, 2, 6)",13,"(0.385, 0.154, 0.462)",0.09973162035970266,0.49865810179851344
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,6,504,"(5, 6, 2)",13,"(0.385, 0.462, 0.154)",0.09973162035970265,0.5983897221582161
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,7,427,"(8, 2, 2)",12,"(0.667, 0.167, 0.167)",0.08159251585843566,0.6799822380166517
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,8,541,"(2, 8, 2)",12,"(0.167, 0.667, 0.167)",0.08159251585843566,0.7615747538750873
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,9,2821,"(2, 2, 8)",12,"(0.167, 0.167, 0.667)",0.08159251585843566,0.843167269733523
decreasing,3,21,20,0.333,jeff_divergence,1.3584151639352382,4.901491139131114,2.0816681711721685e-16,3.542848722213348,11.65477075382261,11,16,10,1283,"(4, 5, 4)",13,"(0.308, 0.385, 0.308)",0.05227747005389394,0.8954447397874169
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,1,1684,"(5, 5, 5)",15,"(0.333, 0.333, 0.333)",0.15527055003155216,0.15527055003155216
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,2,428,"(9, 2, 2)",13,"(0.692, 0.154, 0.154)",0.06016264635756839,0.21543319638912056
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,3,561,"(2, 9, 2)",13,"(0.154, 0.692, 0.154)",0.06016264635756836,0.2755958427466889
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,4,3221,"(2, 2, 9)",13,"(0.154, 0.154, 0.692)",0.060162646357566865,0.33575848910425576
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,5,2501,"(2, 6, 7)",15,"(0.133, 0.400, 0.467)",0.03683548097268466,0.3725939700769404
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,6,2425,"(6, 2, 7)",15,"(0.400, 0.133, 0.467)",0.0368354809726843,0.4094294510496247
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,7,506,"(7, 6, 2)",15,"(0.467, 0.400, 0.133)",0.03683548097267619,0.4462649320223009
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,8,525,"(6, 7, 2)",15,"(0.400, 0.467, 0.133)",0.03683548097267582,0.4831004129949767
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,9,2026,"(7, 2, 6)",15,"(0.467, 0.133, 0.400)",0.036835480972664,0.5199358939676407
decreasing,3,21,20,0.465,jeff_divergence,1.843161953962459,3.6676590161529368,3.885780586188048e-16,4.605434220527797,24.34298567039621,23,37,10,2121,"(2, 7, 6)",15,"(0.133, 0.467, 0.400)",0.03683548097266353,0.5567713749403043
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,1,2426,"(7, 2, 7)",16,"(0.438, 0.125, 0.438)",0.0520432772296756,0.0520432772296756
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,2,2521,"(2, 7, 7)",16,"(0.125, 0.438, 0.438)",0.05204327722967558,0.10408655445935118
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,3,526,"(7, 7, 2)",16,"(0.438, 0.438, 0.125)",0.05204327722967461,0.15612983168902578
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,4,488,"(9, 5, 2)",16,"(0.562, 0.312, 0.125)",0.03890950728894316,0.19503933897796893
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,5,564,"(5, 9, 2)",16,"(0.312, 0.562, 0.125)",0.03890950728894314,0.2339488462669121
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,6,1761,"(2, 9, 5)",16,"(0.125, 0.562, 0.312)",0.03890950728894293,0.272858353555855
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,7,1628,"(9, 2, 5)",16,"(0.562, 0.125, 0.312)",0.038909507288942914,0.31176786084479796
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,8,3281,"(2, 5, 9)",16,"(0.125, 0.312, 0.562)",0.03890950728894112,0.35067736813373906
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,9,3224,"(5, 2, 9)",16,"(0.312, 0.125, 0.562)",0.03890950728894109,0.38958687542268017
decreasing,3,21,20,0.65,jeff_divergence,2.405461568349221,2.644650892600838,1.5959455978986625e-16,5.3873716336207265,41.85626380405163,36,67,10,561,"(2, 9, 2)",13,"(0.154, 0.692, 0.154)",0.03152675255965223,0.42111362798233243
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,1,2941,"(2, 8, 8)",18,"(0.111, 0.444, 0.444)",0.03934794408509465,0.03934794408509465
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,2,2827,"(8, 2, 8)",18,"(0.444, 0.111, 0.444)",0.039347944085094635,0.07869588817018928
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,3,547,"(8, 8, 2)",18,"(0.444, 0.444, 0.111)",0.03934794408509451,0.1180438322552838
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,4,1268,"(9, 4, 4)",17,"(0.529, 0.235, 0.235)",0.031188108309448143,0.14923194056473194
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,5,1363,"(4, 9, 4)",17,"(0.235, 0.529, 0.235)",0.03118810830944814,0.18042004887418006
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,6,3263,"(4, 4, 9)",17,"(0.235, 0.235, 0.529)",0.031188108309447467,0.21160815718362752
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,7,581,"(2, 10, 2)",14,"(0.143, 0.714, 0.143)",0.02673784442505498,0.2383460016086825
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,8,429,"(10, 2, 2)",14,"(0.714, 0.143, 0.143)",0.02673784442505496,0.26508384603373747
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,9,3621,"(2, 2, 10)",14,"(0.143, 0.143, 0.714)",0.02673784442505496,0.2918216904587924
decreasing,3,21,20,0.909,jeff_divergence,2.94785766405085,1.9352548616718055,1.3877787807814457e-16,5.843166633302681,57.40747247912738,52,79,10,2467,"(8, 4, 7)",19,"(0.421, 0.211, 0.368)",0.023328122730886282,0.3151498131896787
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,1,3663,"(4, 4, 10)",18,"(0.222, 0.222, 0.556)",0.02226314377168389,0.02226314377168389
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,2,1269,"(10, 4, 4)",18,"(0.556, 0.222, 0.222)",0.022263143771682675,0.044526287543366565
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,3,1383,"(4, 10, 4)",18,"(0.222, 0.556, 0.222)",0.022263143771682654,0.06678943131504922
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,4,3661,"(2, 4, 10)",16,"(0.125, 0.250, 0.625)",0.018214491330079637,0.08500392264512885
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,5,3623,"(4, 2, 10)",16,"(0.250, 0.125, 0.625)",0.01821449133007961,0.10321841397520845
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,6,583,"(4, 10, 2)",16,"(0.250, 0.625, 0.125)",0.018214491330079442,0.12143290530528789
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,7,469,"(10, 4, 2)",16,"(0.625, 0.250, 0.125)",0.018214491330079352,0.13964739663536724
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,8,1381,"(2, 10, 4)",16,"(0.125, 0.625, 0.250)",0.018214491330079352,0.1578618879654466
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,9,1229,"(10, 2, 4)",16,"(0.625, 0.125, 0.250)",0.018214491330079324,0.17607637929552591
decreasing,3,21,20,1.27,jeff_divergence,3.4894877272704803,1.4296259168773497,8.673617379884035e-17,6.451992970771586,87.54743289225102,71,133,10,2147,"(8, 8, 6)",22,"(0.364, 0.364, 0.273)",0.017158155248098918,0.19323453454362483
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,1,568,"(9, 9, 2)",20,"(0.450, 0.450, 0.100)",0.01810299500940308,0.01810299500940308
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,2,3228,"(9, 2, 9)",20,"(0.450, 0.100, 0.450)",0.018102995009403017,0.036205990018806096
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,3,3361,"(2, 9, 9)",20,"(0.100, 0.450, 0.450)",0.01810299500940301,0.054308985028209106
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,4,581,"(2, 10, 2)",14,"(0.143, 0.714, 0.143)",0.01620568243264727,0.07051466746085638
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,5,429,"(10, 2, 2)",14,"(0.714, 0.143, 0.143)",0.016205682432647212,0.08672034989350359
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,6,3621,"(2, 2, 10)",14,"(0.143, 0.143, 0.714)",0.016205682432647042,0.10292603232615063
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,7,2183,"(4, 10, 6)",20,"(0.200, 0.500, 0.300)",0.015804784033153163,0.1187308163593038
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,8,2069,"(10, 4, 6)",20,"(0.500, 0.200, 0.300)",0.015804784033153156,0.13453560039245696
decreasing,3,21,20,1.7750000000000001,jeff_divergence,4.0346531547085185,1.0652532804409693,1.0061396160665481e-16,6.984809152582578,126.65929574368596,110,172,9,1385,"(6, 10, 4)",20,"(0.300, 0.500, 0.200)",0.01580478403315315,0.1503403844256101
