generation,timestep,channel_beta,rate,distortion,reweighting_temp,expected_true_probs_surprisal,prop_max_hit
9,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
10,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
10,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
11,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
11,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
12,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
12,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
13,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
13,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
14,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
14,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
15,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
15,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
16,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
16,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
17,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
17,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
18,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
18,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
19,0,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.6790644199134277,0.0
19,1,0.0625,2.4434549141531578e-11,11.167600258145637,1.2000000000000002,-0.3822706837886227,0.0
0,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,0.6931471805599441,0.0
0,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,0.9899409166847176,0.0
1,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644192458163,0.0
1,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706831210173,0.0
2,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134352,0.0
2,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
3,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
3,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
4,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134349,0.0
4,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886295,0.0
5,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
5,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
6,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134349,0.0
6,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886295,0.0
7,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
7,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
8,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134349,0.0
8,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886295,0.0
9,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
9,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
10,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134349,0.0
10,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886295,0.0
11,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
11,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
12,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134349,0.0
12,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886295,0.0
13,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
13,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
14,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134349,0.0
14,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886295,0.0
15,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
15,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
16,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134349,0.0
16,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886295,0.0
17,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
17,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
18,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134349,0.0
18,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886295,0.0
19,0,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.6790644199134351,0.0
19,1,0.0625,2.4434549141531578e-11,11.167600258145637,2.3000000000000003,-0.3822706837886296,0.0
0,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,0.6931471805599441,0.0
0,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,0.9899409166847176,0.0
1,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.679064419245825,0.0
1,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706831210251,0.0
2,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
2,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
3,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
3,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
4,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
4,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
5,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
5,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
6,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
6,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
7,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
7,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
8,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
8,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
9,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
9,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
10,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
10,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
11,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
11,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
12,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
12,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
13,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
13,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
14,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
14,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
15,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
15,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
16,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
16,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
17,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
17,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
18,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
18,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
19,0,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.6790644199134387,0.0
19,1,0.0625,2.4434549141531578e-11,11.167600258145637,3.4000000000000004,-0.3822706837886328,0.0
0,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,0.6931471805599441,0.0
0,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,0.9899409166847176,0.0
1,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644192458298,0.0
1,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.3822706831210296,0.0
2,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
2,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
3,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
3,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
4,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
4,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
5,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
5,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
6,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
6,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
7,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
7,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
8,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
8,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
9,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
9,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
10,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
10,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
11,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
11,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
12,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
12,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
13,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
13,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
14,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
14,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
15,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
15,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
16,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
16,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
17,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
17,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
18,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
18,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
19,0,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.6790644199134405,0.0
19,1,0.0625,2.4434549141531578e-11,11.167600258145637,4.5,-0.38227068378863427,0.0
0,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,0.6931471805599441,0.0
0,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,0.9899409166847176,0.0
1,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644192458328,0.0
1,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.38227068312103263,0.0
2,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134419,0.0
2,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.38227068378863555,0.0
3,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134417,0.0
3,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
4,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
4,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
5,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
5,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
6,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
6,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
7,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
7,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
8,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
8,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
9,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
9,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
10,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
10,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
11,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
11,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
12,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
12,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
13,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
13,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
14,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
14,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
15,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
15,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
16,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
16,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
17,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
17,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
18,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
18,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
19,0,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.6790644199134418,0.0
19,1,0.0625,2.4434549141531578e-11,11.167600258145637,5.6,-0.3822706837886354,0.0
0,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,0.6931471805599441,0.0
0,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,0.9899409166847176,0.0
1,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644192458348,0.0
1,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068312103435,0.0
2,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
2,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
3,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
3,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
4,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
4,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
5,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
5,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
6,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
6,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
7,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
7,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
8,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
8,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
9,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
9,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
10,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
10,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
11,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
11,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
12,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
12,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
13,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
13,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
14,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
14,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
15,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
15,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
16,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
16,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
17,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
17,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
18,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
18,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
19,0,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.6790644199134427,0.0
19,1,0.0625,2.4434549141531578e-11,11.167600258145637,6.7,-0.38227068378863654,0.0
0,0,0.0625,2.4434549141531578e-11,11.167600258145637,7.800000000000001,0.6931471805599441,0.0
0,1,0.0625,2.4434549141531578e-11,11.167600258145637,7.800000000000001,0.9899409166847176,0.0
